,User,Week,freq_week
523,user10343,2021-20,359
524,user10343,2021-21,354
525,user10343,2021-22,185
526,user10343,2021-23,58
527,user10343,2021-24,39
528,user10343,2021-25,82
529,user10343,2021-26,118
530,user10343,2021-27,142
531,user10343,2021-28,99
532,user10343,2021-29,5
533,user10343,2021-30,3
534,user10343,2021-32,41
535,user10343,2021-33,93
536,user10343,2021-34,4
537,user10343,2021-35,2
538,user10343,2021-36,4
539,user10343,2021-37,1
540,user10343,2021-38,8
541,user10343,2021-39,44
542,user10343,2021-40,2
543,user10343,2021-44,1
544,user10343,2021-48,1
545,user10343,2021-49,13
546,user10343,2021-50,2
547,user10343,2021-52,12
548,user10343,2022-02,3
549,user10343,2022-04,1
550,user10343,2022-05,1
551,user10343,2022-09,9
552,user10343,2022-10,94
553,user10343,2022-11,6
554,user10343,2022-12,4
555,user10343,2022-17,1
556,user10343,2022-18,3
557,user10343,2022-27,1
558,user10343,2022-29,2
559,user10343,2022-31,2
560,user10343,2022-35,7
561,user10347,2021-18,16
562,user10347,2021-19,35
563,user10347,2021-20,10
564,user10347,2021-21,8
565,user10347,2021-22,1
566,user10347,2021-23,6
567,user10347,2021-24,2
568,user10359,2021-18,1
569,user10359,2021-28,7
570,user10359,2021-31,4
571,user10359,2021-42,17
572,user10359,2021-44,1
573,user10359,2021-45,2
574,user10359,2021-46,2
575,user10359,2021-47,9
576,user10359,2021-48,4
577,user10359,2021-50,3
578,user10359,2022-01,2
579,user10359,2022-05,2
580,user10359,2022-09,13
581,user10370,2021-18,8
582,user10370,2021-19,68
583,user10370,2021-20,15
584,user10370,2021-21,1
585,user10375,2021-18,18
586,user10375,2021-19,86
587,user10375,2021-20,59
588,user10375,2021-21,32
589,user10375,2021-22,11
590,user10375,2021-23,23
591,user10375,2021-24,17
592,user10375,2021-25,7
593,user10375,2021-26,3
594,user10375,2021-27,2
595,user10375,2021-28,1
596,user10375,2021-29,2
597,user10375,2021-30,3
598,user10375,2021-31,2
599,user10375,2021-32,3
600,user10375,2021-34,1
601,user10375,2021-42,1
602,user10375,2021-50,1
603,user10375,2022-10,1
604,user10375,2022-11,1
605,user10375,2022-17,1
606,user10375,2022-18,5
607,user10375,2022-19,48
608,user10375,2022-20,12
609,user10375,2022-21,5
610,user10375,2022-22,9
611,user10375,2022-23,13
612,user10375,2022-24,37
613,user10375,2022-26,3
614,user10384,2021-18,13
615,user10384,2021-20,16
616,user10384,2021-21,104
617,user10384,2021-22,95
618,user10384,2021-23,6
619,user10384,2021-24,25
620,user10384,2021-25,9
621,user10384,2021-26,16
622,user10384,2021-27,2
623,user10384,2021-28,2
624,user10384,2021-31,2
625,user10384,2021-32,3
626,user10384,2021-34,18
627,user10384,2021-35,2
628,user10384,2021-48,1
629,user10384,2022-15,13
630,user10397,2021-18,5
631,user10397,2021-19,1
632,user10397,2021-20,1
633,user10397,2021-30,1
634,user10397,2021-31,16
635,user10397,2021-32,5
636,user10397,2021-33,6
637,user10397,2021-34,2
638,user10397,2021-35,3
639,user10397,2021-36,3
640,user10397,2021-39,1
641,user10397,2021-40,9
642,user10397,2021-41,20
643,user10397,2021-42,1
644,user10397,2023-03,2
645,user10397,2023-04,2
646,user10397,2023-05,4
647,user10397,2023-07,1
648,user10426,2021-18,3
649,user10426,2021-20,53
650,user10426,2021-21,86
651,user10426,2021-22,24
652,user10426,2021-24,29
653,user10426,2021-25,10
654,user10426,2021-26,6
655,user10426,2021-27,15
656,user10426,2021-28,24
657,user10426,2021-29,15
658,user10426,2021-30,7
659,user10426,2021-31,12
660,user10426,2021-43,42
661,user10426,2021-45,3
662,user10426,2021-46,7
663,user10426,2021-47,2
664,user10426,2022-05,1
665,user10429,2021-18,1
666,user10429,2021-19,59
667,user10429,2021-20,30
668,user10429,2021-21,1
669,user10429,2021-22,14
670,user10429,2021-23,80
671,user10429,2021-25,37
672,user10429,2021-31,41
673,user10429,2021-32,110
674,user10429,2021-33,100
675,user10429,2021-34,43
676,user10429,2021-35,27
677,user10429,2022-23,12
678,user10429,2022-24,1
679,user10429,2022-29,19
680,user10429,2022-44,3
681,user10440,2021-18,1
682,user10440,2021-24,2
683,user10440,2021-29,1
684,user10440,2021-36,2
685,user10440,2021-37,1
686,user10440,2021-44,3
687,user10440,2021-45,6
688,user10440,2021-46,4
689,user10440,2021-47,37
690,user10440,2021-48,11
691,user10440,2021-49,2
692,user10440,2021-50,3
693,user10440,2021-51,1
694,user10440,2021-52,2
695,user10440,2022-01,1
696,user10440,2022-08,1
697,user10440,2022-12,7
698,user10440,2022-13,1
699,user10440,2022-18,5
700,user10448,2021-19,52
701,user10448,2021-21,8
702,user10448,2021-22,1
703,user10448,2022-02,2
704,user10453,2021-19,4
705,user10453,2021-20,73
706,user10453,2021-21,9
707,user10453,2021-22,1
708,user10453,2021-23,2
709,user10453,2021-24,24
710,user10453,2021-25,51
711,user10453,2021-26,42
712,user10453,2021-27,16
713,user10453,2021-28,18
714,user10453,2021-29,6
715,user10453,2021-30,22
716,user10453,2021-31,17
717,user10453,2021-32,39
718,user10453,2021-33,4
719,user10453,2021-34,4
720,user10453,2021-35,2
721,user10453,2021-38,1
722,user10453,2022-01,2
723,user10453,2022-03,1
724,user10453,2022-12,2
725,user10453,2022-14,11
726,user10453,2022-19,1
727,user10458,2021-19,67
728,user10458,2021-23,12
729,user10474,2021-19,74
730,user10474,2021-20,99
731,user10474,2021-21,52
732,user10474,2021-22,19
733,user10474,2021-23,60
734,user10474,2021-24,34
735,user10474,2021-25,115
736,user10474,2021-26,234
737,user10474,2021-27,46
738,user10474,2021-28,64
739,user10474,2021-29,31
740,user10474,2021-30,26
741,user10474,2021-31,13
742,user10474,2021-32,1
743,user10474,2021-33,1
744,user10474,2021-39,21
745,user10474,2021-40,36
746,user10474,2021-41,3
747,user10474,2021-42,2
748,user10474,2021-43,4
749,user10474,2021-45,5
750,user10474,2021-47,2
751,user10474,2021-48,6
752,user10474,2022-23,26
753,user10474,2022-25,21
754,user10474,2022-26,10
755,user10474,2022-27,127
756,user10474,2022-28,22
757,user10474,2022-29,8
758,user10474,2022-30,1
759,user10474,2022-31,1
760,user10474,2022-32,5
761,user10485,2021-19,1
762,user10485,2021-33,20
763,user10485,2021-34,5
764,user10485,2021-40,2
765,user10485,2021-45,4
766,user10485,2021-46,2
767,user10485,2021-47,4
768,user10485,2022-01,154
769,user10485,2022-02,391
770,user10485,2022-06,1
771,user10488,2021-19,7
772,user10488,2021-20,17
773,user10488,2021-21,3
774,user10488,2021-22,8
775,user10488,2021-23,4
776,user10488,2021-25,1
777,user10488,2021-29,4
778,user10488,2021-30,2
779,user10488,2021-31,1
780,user10488,2021-33,3
781,user10488,2021-47,1
782,user10488,2021-50,1
783,user10488,2021-51,1
784,user10488,2021-52,1
785,user10488,2022-06,2
786,user10488,2022-11,2
787,user10488,2022-12,2
788,user10488,2022-14,2
789,user10488,2022-19,2
790,user10494,2021-19,3
791,user10494,2021-23,5
792,user10494,2021-28,2
793,user10494,2021-29,3
794,user10494,2021-30,4
795,user10494,2021-31,1
796,user10494,2022-08,3
797,user10494,2022-14,3
798,user10494,2022-34,15
799,user10494,2022-35,26
800,user10494,2022-36,5
801,user10494,2022-37,6
802,user10494,2022-38,3
803,user10494,2022-39,5
804,user10494,2022-40,4
805,user10494,2022-46,1
806,user10494,2022-50,2
807,user10496,2021-19,39
808,user10496,2021-20,101
809,user10496,2021-21,74
810,user10496,2021-22,11
811,user10496,2021-23,36
812,user10496,2021-24,1
813,user10496,2021-25,10
814,user10496,2021-26,1
815,user10496,2021-27,1
816,user10496,2021-28,12
817,user10496,2021-29,3
818,user10496,2021-30,8
819,user10496,2021-32,9
820,user10496,2021-33,9
821,user10496,2021-36,3
822,user10496,2021-39,2
823,user10496,2021-40,3
824,user10496,2021-41,7
825,user10496,2021-42,5
826,user10496,2021-43,1
827,user10496,2022-01,2
828,user10496,2022-02,1
829,user10496,2022-06,5
830,user10496,2022-07,1
831,user10496,2022-08,1
832,user10496,2022-17,1
833,user10496,2022-45,1
834,user10507,2021-19,6
835,user10507,2021-21,3
836,user10507,2021-22,5
837,user10507,2021-23,33
838,user10507,2021-24,23
839,user10507,2021-27,3
840,user10507,2021-28,2
841,user10507,2021-29,2
842,user10507,2021-30,1
843,user10507,2021-32,1
844,user10507,2021-49,1
845,user10507,2021-50,1
846,user10523,2021-19,12
847,user10523,2021-20,12
848,user10523,2021-46,2
849,user10523,2021-47,4
850,user10523,2021-48,4
851,user10523,2021-51,1
852,user10523,2022-09,6
853,user10523,2022-10,46
854,user10523,2022-11,80
855,user10523,2022-12,53
856,user10523,2022-13,3
857,user10523,2022-17,5
858,user10523,2022-18,3
859,user10523,2022-19,57
860,user10523,2022-20,3
861,user10523,2022-21,20
862,user10523,2022-22,27
863,user10523,2022-23,6
864,user10523,2022-24,1
865,user10523,2022-26,6
866,user10523,2022-27,2
867,user10523,2022-28,4
868,user10523,2022-37,1
869,user10523,2022-38,1
870,user10523,2022-39,11
871,user10523,2023-01,1
872,user10523,2023-02,1
873,user10524,2021-19,1
874,user10524,2021-20,8
875,user10524,2021-21,27
876,user10524,2021-22,33
877,user10524,2021-23,49
878,user10524,2021-24,40
879,user10524,2021-25,66
880,user10524,2021-26,53
881,user10524,2021-27,32
882,user10524,2021-28,15
883,user10524,2021-29,56
884,user10524,2021-30,37
885,user10524,2021-31,44
886,user10524,2021-32,21
887,user10524,2021-33,20
888,user10524,2021-34,7
889,user10524,2021-35,11
890,user10524,2021-36,15
891,user10524,2021-37,2
892,user10524,2021-38,12
893,user10524,2021-39,8
894,user10524,2021-40,6
895,user10524,2021-42,1
896,user10524,2021-43,4
897,user10524,2021-47,2
898,user10524,2021-48,5
899,user10524,2021-50,1
900,user10524,2021-51,9
901,user10524,2021-52,4
902,user10524,2022-01,8
903,user10524,2022-02,9
904,user10524,2022-03,1
905,user10524,2022-04,4
906,user10524,2022-05,39
907,user10524,2022-06,6
908,user10524,2022-07,11
909,user10524,2022-08,9
910,user10524,2022-09,4
911,user10524,2022-10,1
912,user10524,2022-11,3
913,user10524,2022-12,14
914,user10524,2022-13,5
915,user10524,2022-14,1
916,user10524,2022-15,7
917,user10524,2022-16,1
918,user10524,2022-17,1
919,user10524,2022-18,3
920,user10524,2022-19,7
921,user10524,2022-21,4
922,user10524,2022-24,4
923,user10524,2022-25,1
924,user10524,2022-30,1
925,user10524,2022-31,5
926,user10524,2022-32,2
927,user10524,2022-33,4
928,user10524,2022-34,3
929,user10524,2022-35,3
930,user10524,2022-37,3
931,user10524,2022-38,1
932,user10524,2022-39,2
933,user10524,2022-41,2
934,user10524,2022-45,3
935,user10524,2022-46,1
936,user10524,2022-51,1
937,user10524,2022-52,1
938,user10524,2023-05,14
939,user10524,2023-06,1
940,user10554,2021-19,2
941,user10554,2021-20,10
942,user10554,2021-21,2
943,user10554,2021-22,8
944,user10554,2021-23,14
945,user10554,2021-24,11
946,user10554,2021-25,8
947,user10554,2021-26,24
948,user10554,2021-27,4
949,user10554,2021-28,2
950,user10554,2021-29,2
951,user10554,2021-30,12
952,user10554,2021-31,1
953,user10566,2021-19,5
954,user10566,2021-20,5
955,user10566,2021-21,6
956,user10566,2021-23,1
957,user10566,2021-26,4
958,user10566,2021-27,2
959,user10566,2021-28,10
960,user10566,2021-32,2
961,user10566,2021-40,1
962,user10566,2021-41,5
963,user10566,2021-48,2
964,user10566,2022-12,4
965,user10566,2022-13,1
966,user10566,2022-15,1
967,user10566,2022-35,2
968,user10566,2022-36,3
969,user10566,2022-37,4
970,user10566,2022-38,3
971,user10566,2022-39,4
972,user10566,2022-40,11
973,user10566,2022-41,14
974,user10566,2022-42,2
975,user10566,2022-44,1
976,user10566,2022-49,1
977,user10566,2023-02,1
978,user10566,2023-03,1
979,user10572,2021-19,7
980,user10572,2021-20,382
981,user10572,2022-10,1
982,user10572,2022-17,2
983,user10574,2021-19,12
984,user10574,2021-20,63
985,user10574,2021-21,99
986,user10574,2021-22,66
987,user10574,2021-23,51
988,user10574,2021-24,28
989,user10574,2021-25,22
990,user10574,2021-26,13
991,user10574,2021-29,5
992,user10574,2021-30,6
993,user10574,2021-31,3
994,user10574,2021-34,8
995,user10574,2021-35,19
996,user10574,2021-36,67
997,user10574,2021-37,21
998,user10574,2021-38,10
999,user10574,2021-39,8
1000,user10574,2021-40,4
1001,user10574,2021-41,1
1002,user10574,2021-49,5
1003,user10574,2021-50,4
1004,user10574,2022-10,2
1005,user10574,2022-19,10
1006,user10587,2021-19,2
1007,user10587,2021-20,20
1008,user10587,2021-21,37
1009,user10587,2021-22,1
1010,user10606,2021-20,43
1011,user10606,2021-21,11
1012,user10606,2021-22,69
1013,user10606,2021-23,43
1014,user10606,2021-24,10
1015,user10606,2021-25,111
1016,user10606,2021-26,23
1017,user10606,2021-27,49
1018,user10606,2021-28,21
1019,user10606,2021-29,21
1020,user10606,2021-30,55
1021,user10606,2021-31,10
1022,user10606,2021-32,37
1023,user10606,2021-33,56
1024,user10606,2021-34,5
1025,user10606,2021-35,6
1026,user10606,2021-36,11
1027,user10606,2021-37,21
1028,user10606,2021-38,13
1029,user10606,2021-39,6
1030,user10606,2021-40,64
1031,user10606,2021-41,49
1032,user10606,2021-42,35
1033,user10606,2021-43,46
1034,user10606,2021-44,34
1035,user10606,2021-45,16
1036,user10606,2021-46,1
1037,user10606,2021-47,23
1038,user10606,2021-48,3
1039,user10606,2021-49,2
1040,user10606,2022-06,2
1041,user10606,2022-26,2
1042,user10606,2022-27,9
1043,user10606,2022-28,11
1044,user10606,2022-29,10
1045,user10606,2022-30,18
1046,user10606,2022-31,3
1047,user10606,2022-32,1
1048,user10606,2022-45,4
1049,user10634,2021-20,140
1050,user10634,2021-21,236
1051,user10634,2021-22,49
1052,user10634,2021-23,47
1053,user10634,2021-24,13
1054,user10634,2021-25,2
1055,user10634,2021-26,1
1056,user10639,2021-20,3
1057,user10639,2021-22,2
1058,user10639,2021-23,2
1059,user10639,2021-24,13
1060,user10639,2021-25,17
1061,user10639,2021-26,1
1062,user10639,2021-30,5
1063,user10639,2021-31,1
1064,user10639,2021-32,3
1065,user10639,2021-34,1
1066,user10639,2021-35,6
1067,user10639,2021-36,4
1068,user10639,2021-40,3
