,User,Week,freq_week
1066,user16713,2023-02,5
1067,user16713,2023-03,24
1068,user16713,2023-05,21
1069,user16713,2023-06,19
1070,user16713,2023-07,22
1071,user16713,2023-08,38
1072,user16713,2023-09,22
1073,user16715,2023-02,25
1074,user16715,2023-05,21
1075,user16715,2023-06,4
1076,user16715,2023-07,23
1077,user16715,2023-08,12
1078,user16715,2023-09,11
1079,user16716,2023-03,3
1080,user16716,2023-05,2
1081,user16716,2023-08,4
1082,user16716,2023-09,14
1083,user16716,2023-10,5
1084,user16723,2023-02,9
1085,user16723,2023-03,3
1086,user16723,2023-05,1
1087,user16723,2023-06,5
1088,user16723,2023-08,2
1089,user16723,2023-09,3
1090,user16739,2023-02,7
1091,user16739,2023-03,25
1092,user16739,2023-05,10
1093,user16739,2023-06,3
1094,user16739,2023-07,11
1095,user16739,2023-08,9
1096,user16739,2023-09,35
1097,user16739,2023-10,1
1098,user16745,2023-03,15
1099,user16745,2023-05,19
1100,user16745,2023-06,4
1101,user16745,2023-07,25
1102,user16745,2023-08,8
1103,user16745,2023-09,25
1104,user16748,2023-05,4
1105,user16748,2023-06,11
1106,user16748,2023-07,42
1107,user16748,2023-09,8
1108,user16751,2023-02,6
1109,user16751,2023-03,10
1110,user16751,2023-05,12
1111,user16751,2023-07,15
1112,user16751,2023-08,10
1113,user16751,2023-09,12
1114,user16751,2023-10,2
1115,user16767,2023-02,4
1116,user16767,2023-05,1
1117,user16767,2023-07,12
1118,user16767,2023-09,7
1119,user16769,2023-05,26
1120,user16769,2023-06,7
1121,user16769,2023-07,5
1122,user16769,2023-08,31
1123,user16769,2023-09,9
1124,user16801,2023-02,1
1125,user16801,2023-03,10
1126,user16801,2023-05,10
1127,user16801,2023-07,2
1128,user16804,2022-44,10
1129,user16804,2023-02,3
1130,user16804,2023-03,3
1131,user16804,2023-05,2
1132,user16804,2023-06,1
1133,user16804,2023-07,7
1134,user16804,2023-08,3
1135,user16808,2023-02,20
1136,user16808,2023-03,3
1137,user16808,2023-05,20
1138,user16808,2023-06,2
1139,user16808,2023-07,10
1140,user16808,2023-08,17
1141,user16808,2023-09,32
1142,user16823,2023-02,5
1143,user16823,2023-03,1
1144,user16823,2023-05,22
1145,user16823,2023-06,4
1146,user16823,2023-07,23
1147,user16823,2023-08,15
1148,user16823,2023-09,8
1149,user16824,2023-02,4
1150,user16824,2023-05,2
1151,user16824,2023-06,5
1152,user16824,2023-07,5
1153,user16824,2023-08,4
1154,user16824,2023-09,6
1155,user16826,2023-02,3
1156,user16826,2023-05,7
1157,user16826,2023-06,2
1158,user16826,2023-07,3
1159,user16826,2023-08,5
1160,user16826,2023-09,8
1161,user16835,2023-03,2
1162,user16835,2023-05,9
1163,user16835,2023-06,1
1164,user16835,2023-07,6
1165,user16835,2023-08,2
1166,user16835,2023-09,3
1167,user16851,2023-05,2
1168,user16851,2023-06,1
1169,user16851,2023-07,5
1170,user16851,2023-08,1
1171,user16851,2023-09,15
1172,user16854,2022-44,5
1173,user16854,2023-02,2
1174,user16854,2023-03,5
1175,user16854,2023-05,7
1176,user16854,2023-07,3
1177,user16854,2023-08,2
1178,user16854,2023-09,4
1179,user16855,2023-02,16
1180,user16855,2023-03,26
1181,user16855,2023-05,33
1182,user16855,2023-06,12
1183,user16855,2023-07,32
1184,user16855,2023-08,15
1185,user16855,2023-09,81
1186,user16864,2023-03,9
1187,user16864,2023-05,13
1188,user16864,2023-06,3
1189,user16864,2023-07,1
1190,user16864,2023-09,2
1191,user16866,2023-03,274
1192,user16866,2023-05,48
1193,user16866,2023-07,4
1194,user16866,2023-08,12
1195,user16866,2023-09,3
1196,user16876,2023-02,14
1197,user16876,2023-03,1
1198,user16876,2023-05,1
1199,user16876,2023-07,1
1200,user16876,2023-08,3
1201,user16876,2023-09,4
1202,user16882,2023-02,1
1203,user16882,2023-03,18
1204,user16882,2023-05,8
1205,user16882,2023-06,19
1206,user16882,2023-07,20
1207,user16882,2023-08,8
1208,user16882,2023-09,27
1209,user16911,2023-03,1
1210,user16911,2023-05,2
1211,user16911,2023-07,5
1212,user16911,2023-08,6
1213,user16911,2023-09,7
1214,user16911,2023-10,3
1215,user16922,2023-02,2
1216,user16922,2023-03,8
1217,user16922,2023-05,58
1218,user16922,2023-07,72
1219,user16922,2023-08,4
1220,user16922,2023-09,37
1221,user16926,2023-02,1
1222,user16926,2023-05,6
1223,user16926,2023-07,2
1224,user16926,2023-08,12
1225,user16926,2023-09,5
1226,user16946,2023-02,10
1227,user16946,2023-03,1
1228,user16946,2023-05,5
1229,user16946,2023-07,8
1230,user16946,2023-08,1
1231,user16946,2023-09,2
1232,user16954,2023-02,1
1233,user16954,2023-03,3
1234,user16954,2023-05,4
1235,user16954,2023-07,10
1236,user16954,2023-08,3
1237,user16954,2023-09,4
1238,user16960,2023-02,8
1239,user16960,2023-03,9
1240,user16960,2023-05,28
1241,user16960,2023-06,2
1242,user16960,2023-07,33
1243,user16960,2023-08,12
1244,user16960,2023-09,19
1245,user16964,2023-02,1
1246,user16964,2023-03,1
1247,user16964,2023-05,3
1248,user16964,2023-07,5
1249,user16964,2023-08,3
1250,user16964,2023-09,12
1251,user16970,2023-02,9
1252,user16970,2023-05,6
1253,user16970,2023-06,5
1254,user16970,2023-07,2
1255,user16970,2023-08,1
1256,user16970,2023-09,5
1257,user16976,2023-02,16
1258,user16976,2023-03,6
1259,user16976,2023-05,11
1260,user16976,2023-06,5
1261,user16976,2023-07,29
1262,user16976,2023-08,14
1263,user16976,2023-09,62
1264,user17020,2023-03,1
1265,user17020,2023-05,2
1266,user17020,2023-06,5
1267,user17020,2023-07,4
1268,user17020,2023-08,3
1269,user17020,2023-09,8
1270,user17023,2023-02,47
1271,user17023,2023-03,29
1272,user17023,2023-05,39
1273,user17023,2023-06,25
1274,user17023,2023-07,29
1275,user17023,2023-08,5
1276,user17023,2023-09,20
1277,user17024,2023-05,2
1278,user17024,2023-06,1
1279,user17024,2023-07,7
1280,user17024,2023-08,9
1281,user17024,2023-09,6
1282,user17041,2023-05,7
1283,user17041,2023-07,4
1284,user17041,2023-08,1
1285,user17041,2023-09,29
1286,user17048,2023-03,4
1287,user17048,2023-05,1
1288,user17048,2023-07,14
1289,user17048,2023-08,3
1290,user17048,2023-09,1
1291,user17059,2023-02,10
1292,user17059,2023-03,15
1293,user17059,2023-05,8
1294,user17059,2023-07,3
1295,user17059,2023-08,21
1296,user17059,2023-09,21
1297,user17065,2022-44,5
1298,user17065,2023-03,2
1299,user17065,2023-05,3
1300,user17065,2023-08,3
1301,user17065,2023-09,10
1302,user17071,2023-03,1
1303,user17071,2023-05,9
1304,user17071,2023-06,2
1305,user17071,2023-07,6
1306,user17071,2023-08,4
1307,user17071,2023-09,7
1308,user17091,2022-44,2
1309,user17091,2023-02,10
1310,user17091,2023-03,1
1311,user17091,2023-05,5
1312,user17091,2023-06,4
1313,user17091,2023-07,3
1314,user17091,2023-08,1
1315,user17091,2023-09,2
1316,user17101,2023-02,2
1317,user17101,2023-05,1
1318,user17101,2023-06,3
1319,user17101,2023-07,33
1320,user17101,2023-09,53
1321,user17108,2023-02,44
1322,user17108,2023-03,5
1323,user17108,2023-05,2
1324,user17108,2023-07,9
1325,user17108,2023-08,18
1326,user17108,2023-09,5
1327,user17115,2023-02,2
1328,user17115,2023-03,11
1329,user17115,2023-05,10
1330,user17115,2023-07,4
1331,user17115,2023-09,1
1332,user17116,2023-02,8
1333,user17116,2023-05,3
1334,user17116,2023-06,1
1335,user17116,2023-07,11
1336,user17116,2023-08,2
1337,user17116,2023-09,4
1338,user17127,2023-03,18
1339,user17127,2023-05,40
1340,user17127,2023-06,4
1341,user17127,2023-07,39
1342,user17127,2023-08,1
1343,user17127,2023-09,19
1344,user17137,2023-03,23
1345,user17137,2023-05,3
1346,user17137,2023-06,22
1347,user17137,2023-07,29
1348,user17137,2023-09,4
1349,user17138,2023-02,5
1350,user17138,2023-03,20
1351,user17138,2023-05,22
1352,user17138,2023-07,16
1353,user17138,2023-08,10
1354,user17138,2023-09,5
1355,user17151,2023-05,5
1356,user17151,2023-06,1
1357,user17151,2023-07,2
1358,user17151,2023-08,6
1359,user17151,2023-09,15
1360,user17162,2023-03,3
1361,user17162,2023-05,8
1362,user17162,2023-06,1
1363,user17162,2023-07,22
1364,user17162,2023-08,11
1365,user17162,2023-09,34
1366,user17174,2022-44,2
1367,user17174,2023-02,22
1368,user17174,2023-03,16
1369,user17174,2023-05,21
1370,user17174,2023-06,1
1371,user17174,2023-07,16
1372,user17174,2023-08,5
1373,user17174,2023-09,14
1374,user17179,2023-02,13
1375,user17179,2023-05,1
1376,user17179,2023-07,11
1377,user17181,2023-02,3
1378,user17181,2023-05,5
1379,user17181,2023-07,3
1380,user17181,2023-08,16
1381,user17181,2023-09,2
1382,user17191,2023-02,1
1383,user17191,2023-03,4
1384,user17191,2023-05,14
1385,user17191,2023-07,1
1386,user17191,2023-08,3
1387,user17192,2023-02,10
1388,user17192,2023-03,4
1389,user17192,2023-05,5
1390,user17192,2023-06,3
1391,user17192,2023-07,7
1392,user17195,2023-02,10
1393,user17195,2023-03,3
1394,user17195,2023-05,99
1395,user17195,2023-07,2
1396,user17195,2023-08,4
1397,user17200,2023-02,51
1398,user17200,2023-03,10
1399,user17200,2023-05,14
1400,user17200,2023-07,1
1401,user17200,2023-08,2
1402,user17200,2023-09,1
1403,user17212,2023-02,2
1404,user17212,2023-03,18
1405,user17212,2023-05,26
1406,user17212,2023-06,2
1407,user17212,2023-07,18
1408,user17212,2023-08,3
1409,user17212,2023-09,21
1410,user17232,2023-02,59
1411,user17232,2023-03,34
1412,user17232,2023-05,18
1413,user17232,2023-06,13
1414,user17232,2023-07,37
1415,user17232,2023-08,5
1416,user17232,2023-09,47
1417,user17232,2023-10,1
1418,user17248,2023-03,19
1419,user17248,2023-05,8
1420,user17252,2023-02,5
1421,user17252,2023-03,8
1422,user17252,2023-05,27
1423,user17252,2023-06,6
1424,user17252,2023-07,14
1425,user17252,2023-08,8
1426,user17252,2023-09,64
1427,user17254,2023-03,12
1428,user17254,2023-05,3
1429,user17254,2023-06,12
1430,user17254,2023-07,40
1431,user17254,2023-08,3
1432,user17254,2023-09,10
1433,user17256,2023-02,7
1434,user17256,2023-05,56
1435,user17256,2023-07,2
1436,user17256,2023-08,17
1437,user17256,2023-09,1
1438,user17264,2023-02,33
1439,user17264,2023-03,33
1440,user17264,2023-05,20
1441,user17264,2023-06,9
1442,user17264,2023-07,6
1443,user17264,2023-08,4
1444,user17264,2023-09,15
1445,user17265,2023-02,12
1446,user17265,2023-05,8
1447,user17265,2023-06,1
1448,user17265,2023-07,22
1449,user17265,2023-08,10
1450,user17265,2023-09,33
1451,user17265,2023-10,1
1452,user17267,2023-02,5
1453,user17267,2023-03,1
1454,user17267,2023-05,1
1455,user17267,2023-06,2
1456,user17267,2023-07,3
1457,user17267,2023-08,5
1458,user17267,2023-09,7
1459,user17294,2023-03,3
1460,user17294,2023-05,17
1461,user17294,2023-06,2
1462,user17294,2023-07,14
1463,user17294,2023-08,9
1464,user17294,2023-09,77
1465,user17297,2023-02,2
1466,user17297,2023-03,15
1467,user17297,2023-05,8
1468,user17297,2023-06,19
1469,user17297,2023-07,31
1470,user17297,2023-08,4
1471,user17297,2023-09,30
1472,user17302,2022-44,1
1473,user17302,2023-03,23
1474,user17302,2023-05,15
1475,user17302,2023-06,1
1476,user17302,2023-07,33
1477,user17302,2023-08,6
1478,user17302,2023-09,9
1479,user17312,2023-03,13
1480,user17312,2023-05,2
1481,user17312,2023-06,1
1482,user17312,2023-07,5
1483,user17312,2023-09,4
1484,user17316,2023-02,1
1485,user17316,2023-03,12
1486,user17316,2023-05,52
1487,user17316,2023-06,5
1488,user17316,2023-07,4
1489,user17326,2023-02,2
1490,user17326,2023-03,20
1491,user17326,2023-05,6
1492,user17326,2023-06,3
1493,user17326,2023-07,15
1494,user17326,2023-08,21
1495,user17326,2023-09,25
1496,user17329,2023-02,14
1497,user17329,2023-03,11
1498,user17329,2023-05,3
1499,user17329,2023-09,1
1500,user17336,2023-03,5
1501,user17336,2023-05,3
1502,user17336,2023-06,2
1503,user17336,2023-07,15
1504,user17336,2023-09,1
1505,user17342,2023-02,22
1506,user17342,2023-03,12
1507,user17342,2023-05,21
1508,user17342,2023-06,5
1509,user17342,2023-07,42
1510,user17342,2023-08,1
1511,user17342,2023-09,17
1512,user17347,2023-05,3
1513,user17347,2023-06,7
1514,user17347,2023-07,9
1515,user17347,2023-08,3
1516,user17347,2023-09,6
1517,user17367,2023-02,10
1518,user17367,2023-03,13
1519,user17367,2023-05,21
1520,user17367,2023-06,2
1521,user17367,2023-07,22
1522,user17367,2023-09,20
1523,user17369,2023-05,3
1524,user17369,2023-08,15
1525,user17369,2023-09,6
1526,user17369,2023-10,5
1527,user17370,2023-02,11
1528,user17370,2023-05,2
1529,user17370,2023-06,3
1530,user17370,2023-07,7
1531,user17370,2023-08,2
1532,user17370,2023-09,2
1533,user17390,2023-02,24
1534,user17390,2023-03,46
1535,user17390,2023-05,7
1536,user17390,2023-08,2
1537,user17390,2023-09,1
1538,user17401,2023-02,7
1539,user17401,2023-03,3
1540,user17401,2023-05,9
1541,user17401,2023-07,31
1542,user17401,2023-08,65
1543,user17419,2022-44,13
1544,user17419,2023-03,6
1545,user17419,2023-05,29
1546,user17419,2023-06,37
1547,user17419,2023-08,47
1548,user17419,2023-09,40
1549,user17419,2023-10,54
1550,user17437,2023-05,5
1551,user17437,2023-06,3
1552,user17437,2023-07,9
1553,user17437,2023-08,6
1554,user17437,2023-09,56
1555,user17440,2023-02,3
1556,user17440,2023-03,9
1557,user17440,2023-05,16
1558,user17440,2023-06,11
1559,user17440,2023-07,7
1560,user17440,2023-08,3
1561,user17440,2023-09,18
1562,user17450,2023-02,6
1563,user17450,2023-03,1
1564,user17450,2023-05,1
1565,user17450,2023-06,2
1566,user17450,2023-07,5
1567,user17450,2023-08,1
1568,user17450,2023-09,7
1569,user17476,2023-03,7
1570,user17476,2023-05,6
1571,user17476,2023-07,7
1572,user17476,2023-08,5
1573,user17476,2023-09,3
1574,user17479,2023-02,3
1575,user17479,2023-03,16
1576,user17479,2023-05,4
1577,user17479,2023-06,10
1578,user17479,2023-07,13
1579,user17479,2023-08,32
1580,user17479,2023-09,16
1581,user17479,2023-10,2
1582,user17488,2023-02,7
1583,user17488,2023-03,11
1584,user17488,2023-05,24
1585,user17488,2023-06,12
1586,user17488,2023-07,29
1587,user17488,2023-08,18
1588,user17488,2023-09,37
1589,user17489,2023-05,43
1590,user17489,2023-06,37
1591,user17489,2023-07,48
1592,user17489,2023-08,12
1593,user17489,2023-09,30
1594,user17490,2023-03,5
1595,user17490,2023-05,4
1596,user17490,2023-07,6
1597,user17490,2023-08,4
1598,user17490,2023-09,7
1599,user17509,2022-44,1
1600,user17509,2023-02,5
1601,user17509,2023-03,13
1602,user17509,2023-05,8
1603,user17509,2023-06,19
1604,user17509,2023-07,6
1605,user17509,2023-08,10
1606,user17509,2023-09,16
1607,user17509,2023-10,2
1608,user17542,2023-03,16
1609,user17542,2023-05,16
1610,user17542,2023-06,8
1611,user17542,2023-07,18
1612,user17542,2023-08,10
1613,user17542,2023-09,11
1614,user17544,2022-44,1
1615,user17544,2023-05,4
1616,user17544,2023-06,6
1617,user17544,2023-07,2
1618,user17544,2023-08,67
1619,user17544,2023-09,102
1620,user17545,2023-02,19
1621,user17545,2023-03,40
1622,user17545,2023-05,6
1623,user17545,2023-07,10
1624,user17545,2023-08,20
1625,user17551,2023-02,5
1626,user17551,2023-03,79
1627,user17551,2023-05,41
1628,user17551,2023-07,5
1629,user17551,2023-08,12
1630,user17551,2023-09,7
1631,user17558,2022-44,59
1632,user17558,2023-03,82
1633,user17558,2023-05,23
1634,user17558,2023-06,1
1635,user17558,2023-08,3
1636,user17558,2023-09,5
1637,user17560,2023-02,61
1638,user17560,2023-03,4
1639,user17560,2023-05,88
1640,user17560,2023-06,5
1641,user17560,2023-07,1
1642,user17597,2022-44,1
1643,user17597,2023-02,3
1644,user17597,2023-03,8
1645,user17597,2023-05,12
1646,user17597,2023-06,1
1647,user17597,2023-07,24
1648,user17597,2023-08,2
1649,user17597,2023-09,27
1650,user17606,2023-02,1
1651,user17606,2023-03,2
1652,user17606,2023-05,5
1653,user17606,2023-07,1
1654,user17606,2023-08,7
1655,user17606,2023-09,9
1656,user17609,2023-03,1
1657,user17609,2023-05,4
1658,user17609,2023-06,3
1659,user17609,2023-07,6
1660,user17609,2023-08,1
1661,user17609,2023-09,1
1662,user17609,2023-10,7
1663,user17617,2023-02,3
1664,user17617,2023-03,3
1665,user17617,2023-05,20
1666,user17617,2023-06,10
1667,user17617,2023-08,44
1668,user17617,2023-10,7
1669,user17622,2023-03,2
1670,user17622,2023-05,3
1671,user17622,2023-07,4
1672,user17622,2023-08,5
1673,user17622,2023-09,11
1674,user17644,2023-02,29
1675,user17644,2023-03,10
1676,user17644,2023-05,15
1677,user17644,2023-06,13
1678,user17644,2023-07,6
1679,user17644,2023-08,4
1680,user17644,2023-09,40
1681,user17647,2023-02,1
1682,user17647,2023-03,15
1683,user17647,2023-05,1
1684,user17647,2023-08,3
1685,user17647,2023-09,2
1686,user17647,2023-10,5
1687,user17648,2023-02,3
1688,user17648,2023-03,4
1689,user17648,2023-05,6
1690,user17648,2023-06,1
1691,user17648,2023-07,6
1692,user17648,2023-08,2
1693,user17648,2023-09,2
1694,user17648,2023-10,1
1695,user17654,2023-02,13
1696,user17654,2023-03,55
1697,user17654,2023-05,8
1698,user17654,2023-07,7
1699,user17654,2023-08,2
1700,user17654,2023-09,3
1701,user17678,2023-03,4
1702,user17678,2023-05,12
1703,user17678,2023-07,5
1704,user17678,2023-09,4
1705,user17701,2022-44,44
1706,user17701,2023-02,39
1707,user17701,2023-03,23
1708,user17701,2023-05,26
1709,user17701,2023-06,32
1710,user17701,2023-07,42
1711,user17701,2023-08,6
1712,user17701,2023-09,40
1713,user17704,2023-02,41
1714,user17704,2023-05,54
1715,user17704,2023-07,1
1716,user17704,2023-09,3
1717,user17708,2023-03,16
1718,user17708,2023-05,43
1719,user17708,2023-07,2
1720,user17708,2023-08,18
1721,user17708,2023-09,2
1722,user17712,2023-02,2
1723,user17712,2023-03,25
1724,user17712,2023-05,8
1725,user17712,2023-06,2
1726,user17712,2023-07,28
1727,user17712,2023-09,12
1728,user17722,2023-03,17
1729,user17722,2023-05,48
1730,user17722,2023-06,1
1731,user17722,2023-07,6
1732,user17722,2023-08,3
1733,user17722,2023-09,12
1734,user17734,2023-05,5
1735,user17734,2023-07,28
1736,user17734,2023-08,42
1737,user17734,2023-09,71
1738,user17734,2023-10,1
1739,user17751,2023-02,11
1740,user17751,2023-05,3
1741,user17751,2023-07,25
1742,user17751,2023-08,4
1743,user17751,2023-09,38
1744,user17757,2023-02,2
1745,user17757,2023-05,10
1746,user17757,2023-07,3
1747,user17757,2023-09,8
1748,user17759,2023-02,8
1749,user17759,2023-03,3
1750,user17759,2023-05,4
1751,user17759,2023-07,9
1752,user17762,2023-02,17
1753,user17762,2023-03,8
1754,user17762,2023-05,31
1755,user17762,2023-06,12
1756,user17762,2023-08,7
1757,user17773,2023-03,1
1758,user17773,2023-05,10
1759,user17773,2023-07,8
1760,user17773,2023-08,2
1761,user17773,2023-09,2
1762,user17785,2023-02,1
1763,user17785,2023-03,3
1764,user17785,2023-05,7
1765,user17785,2023-06,1
1766,user17785,2023-07,7
1767,user17785,2023-08,3
1768,user17785,2023-09,5
1769,user17788,2023-03,1
1770,user17788,2023-05,5
1771,user17788,2023-06,4
1772,user17788,2023-08,3
1773,user17788,2023-09,15
1774,user17789,2023-02,28
1775,user17789,2023-03,32
1776,user17789,2023-05,12
1777,user17789,2023-06,6
1778,user17789,2023-07,17
1779,user17789,2023-08,13
1780,user17789,2023-09,25
1781,user17800,2022-44,1
1782,user17800,2023-05,2
1783,user17800,2023-07,4
1784,user17800,2023-08,2
1785,user17800,2023-09,10
1786,user17800,2023-10,6
1787,user17806,2023-02,5
1788,user17806,2023-03,3
1789,user17806,2023-05,1
1790,user17806,2023-07,1
1791,user17806,2023-08,4
1792,user17806,2023-09,12
1793,user17812,2023-02,1
1794,user17812,2023-05,3
1795,user17812,2023-07,8
1796,user17812,2023-09,14
1797,user17845,2022-44,29
1798,user17845,2023-03,100
1799,user17845,2023-05,19
1800,user17845,2023-07,11
1801,user17845,2023-08,24
1802,user17845,2023-09,21
1803,user17853,2023-02,2
1804,user17853,2023-05,1
1805,user17853,2023-06,4
1806,user17853,2023-07,6
1807,user17853,2023-08,8
1808,user17853,2023-09,3
1809,user17853,2023-10,4
1810,user17865,2023-02,5
1811,user17865,2023-03,3
1812,user17865,2023-05,1
1813,user17865,2023-06,1
1814,user17865,2023-07,4
1815,user17865,2023-08,3
1816,user17865,2023-09,4
1817,user17865,2023-10,2
1818,user17880,2023-02,1
1819,user17880,2023-03,2
1820,user17880,2023-05,1
1821,user17880,2023-07,37
1822,user17880,2023-08,12
1823,user17880,2023-09,25
1824,user17907,2022-44,1
1825,user17907,2023-02,5
1826,user17907,2023-03,10
1827,user17907,2023-05,3
1828,user17907,2023-08,9
1829,user17929,2023-02,8
1830,user17929,2023-05,12
1831,user17929,2023-08,3
1832,user17932,2022-44,1
1833,user17932,2023-02,8
1834,user17932,2023-03,2
1835,user17932,2023-05,4
1836,user17932,2023-07,6
1837,user17932,2023-08,2
1838,user17932,2023-09,3
1839,user17933,2023-03,20
1840,user17933,2023-05,14
1841,user17933,2023-06,8
1842,user17933,2023-07,11
1843,user17933,2023-08,4
1844,user17933,2023-09,9
1845,user17941,2023-02,23
1846,user17941,2023-05,21
1847,user17941,2023-06,7
1848,user17941,2023-07,57
1849,user17941,2023-08,9
1850,user17941,2023-09,60
1851,user17943,2023-02,3
1852,user17943,2023-03,1
1853,user17943,2023-05,3
1854,user17943,2023-06,2
1855,user17943,2023-07,8
1856,user17943,2023-08,1
1857,user17943,2023-09,6
1858,user17948,2023-02,11
1859,user17948,2023-03,3
1860,user17948,2023-05,15
1861,user17948,2023-07,42
1862,user17948,2023-08,24
1863,user17948,2023-09,26
1864,user17954,2023-02,24
1865,user17954,2023-03,16
1866,user17954,2023-05,9
1867,user17954,2023-06,7
1868,user17954,2023-07,10
1869,user17954,2023-08,3
1870,user17954,2023-09,7
1871,user17963,2022-44,4
1872,user17963,2023-02,1
1873,user17963,2023-05,14
1874,user17963,2023-07,1
1875,user17963,2023-08,1
1876,user17963,2023-09,5
1877,user17967,2022-44,9
1878,user17967,2023-03,101
1879,user17967,2023-05,31
1880,user17967,2023-06,8
1881,user17967,2023-07,2
1882,user17967,2023-08,3
1883,user17967,2023-09,50
1884,user17975,2022-44,2
1885,user17975,2023-02,2
1886,user17975,2023-03,5
1887,user17975,2023-05,3
1888,user17975,2023-06,5
1889,user17975,2023-07,5
1890,user17975,2023-08,6
1891,user17978,2023-03,24
1892,user17978,2023-05,1
1893,user17985,2023-02,26
1894,user17985,2023-03,30
1895,user17985,2023-05,6
1896,user17985,2023-06,10
1897,user17985,2023-07,13
1898,user17985,2023-08,45
1899,user17985,2023-09,46
1900,user17985,2023-10,21
1901,user17995,2022-44,60
1902,user17995,2023-02,16
1903,user17995,2023-03,9
1904,user17995,2023-05,4
1905,user18003,2023-05,10
1906,user18003,2023-06,9
1907,user18003,2023-07,2
1908,user18003,2023-08,2
1909,user18003,2023-09,5
1910,user18018,2023-05,18
1911,user18018,2023-06,2
1912,user18018,2023-07,5
1913,user18018,2023-08,2
1914,user18018,2023-09,1
1915,user18026,2023-02,59
1916,user18026,2023-05,40
1917,user18026,2023-06,38
1918,user18026,2023-07,48
1919,user18026,2023-08,115
1920,user18026,2023-09,79
1921,user18026,2023-10,18
1922,user18040,2023-02,9
1923,user18040,2023-03,5
1924,user18040,2023-05,4
1925,user18040,2023-07,2
1926,user18040,2023-08,3
1927,user18040,2023-09,5
1928,user18053,2023-02,4
1929,user18053,2023-05,5
1930,user18053,2023-07,19
1931,user18068,2023-02,14
1932,user18068,2023-03,11
1933,user18068,2023-05,9
1934,user18068,2023-06,1
1935,user18068,2023-07,21
1936,user18068,2023-08,16
1937,user18068,2023-09,4
1938,user18091,2023-02,2
1939,user18091,2023-03,2
1940,user18091,2023-05,2
1941,user18091,2023-06,1
1942,user18091,2023-07,8
1943,user18091,2023-08,2
1944,user18091,2023-10,6
1945,user18097,2023-02,1
1946,user18097,2023-03,6
1947,user18097,2023-05,2
1948,user18097,2023-06,8
1949,user18097,2023-07,3
1950,user18097,2023-08,3
1951,user18097,2023-09,2
1952,user18104,2023-02,7
1953,user18104,2023-03,9
1954,user18104,2023-05,21
1955,user18104,2023-06,2
1956,user18104,2023-07,37
1957,user18104,2023-08,18
1958,user18104,2023-09,19
1959,user18116,2023-02,27
1960,user18116,2023-05,43
1961,user18131,2023-05,1
1962,user18131,2023-07,10
1963,user18131,2023-08,8
1964,user18131,2023-09,5
1965,user18139,2023-05,2
1966,user18139,2023-06,9
1967,user18139,2023-07,4
1968,user18139,2023-08,1
1969,user18139,2023-09,4
1970,user18139,2023-10,4
1971,user18142,2023-02,3
1972,user18142,2023-03,2
1973,user18142,2023-05,1
1974,user18142,2023-07,4
1975,user18142,2023-08,3
1976,user18142,2023-09,11
1977,user18142,2023-10,1
1978,user18148,2023-02,13
1979,user18148,2023-03,9
1980,user18148,2023-05,2
1981,user18173,2023-02,1
1982,user18173,2023-05,2
1983,user18173,2023-06,2
1984,user18173,2023-07,6
1985,user18173,2023-08,2
1986,user18173,2023-09,16
1987,user18186,2022-44,76
1988,user18186,2023-02,2
1989,user18186,2023-03,6
1990,user18186,2023-05,4
1991,user18186,2023-06,3
1992,user18186,2023-07,2
1993,user18186,2023-08,9
1994,user18186,2023-09,3
1995,user18191,2023-03,21
1996,user18191,2023-05,2
1997,user18191,2023-07,3
1998,user18191,2023-08,1
1999,user18191,2023-09,1
2000,user18194,2023-05,12
2001,user18194,2023-06,5
2002,user18194,2023-07,46
2003,user18194,2023-08,22
2004,user18194,2023-09,67
2005,user18273,2023-03,2
2006,user18273,2023-05,12
2007,user18273,2023-06,1
2008,user18273,2023-07,6
2009,user18273,2023-08,3
2010,user18273,2023-09,2
2011,user18280,2023-02,37
2012,user18280,2023-03,97
2013,user18280,2023-05,47
2014,user18280,2023-07,21
2015,user18280,2023-08,34
2016,user18280,2023-09,102
2017,user18280,2023-10,1
2018,user18291,2023-02,11
2019,user18291,2023-05,1
2020,user18291,2023-06,2
2021,user18291,2023-07,4
2022,user18291,2023-08,3
2023,user18291,2023-09,4
2024,user18297,2023-02,4
2025,user18297,2023-03,18
2026,user18297,2023-05,2
2027,user18308,2023-02,4
2028,user18308,2023-05,20
2029,user18308,2023-09,8
2030,user18332,2023-03,10
2031,user18332,2023-05,1
2032,user18332,2023-06,2
2033,user18332,2023-08,1
2034,user18332,2023-09,14
2035,user18335,2023-02,57
2036,user18335,2023-03,9
2037,user18335,2023-05,9
2038,user18335,2023-08,4
2039,user18335,2023-09,1
2040,user18338,2023-02,2
2041,user18338,2023-03,7
2042,user18338,2023-05,2
2043,user18338,2023-06,2
2044,user18338,2023-07,11
2045,user18338,2023-08,2
2046,user18338,2023-09,3
2047,user18344,2023-05,1
2048,user18344,2023-08,36
2049,user18344,2023-09,33
2050,user18377,2023-02,6
2051,user18377,2023-05,4
2052,user18377,2023-07,55
2053,user18377,2023-08,38
2054,user18377,2023-09,30
2055,user18390,2023-03,14
2056,user18390,2023-05,5
2057,user18390,2023-08,9
2058,user18429,2023-05,1
2059,user18429,2023-09,26
2060,user18437,2023-02,2
2061,user18437,2023-05,1
2062,user18437,2023-06,3
2063,user18437,2023-07,10
2064,user18437,2023-08,7
